,company name,fca website,website
27,Cryptodigital-currency,https://www.fca.org.uk/news/warnings/cryptodigital-currency,['www.cryptodigital-currency.com']
28,FOREX CRYPTO PAYOUT,https://www.fca.org.uk/news/warnings/forex-crypto-payout,['www.forexcryptopayout.com']
29,CRYPTO GLOBAL TRADES,https://www.fca.org.uk/news/warnings/crypto-global-trades,['www.cryptoglobaltrade.live']
30,REAL WEALTH INVESTMENT,https://www.fca.org.uk/news/warnings/real-wealth-investment,['https://realwealthinvestment.com/']
31,Excryptotradefx,https://www.fca.org.uk/news/warnings/excryptotradefx,['https://excryptotradefx.online/']
32,EXODUSTRADFX.COM,https://www.fca.org.uk/news/warnings/exodustradfxcom,['https://exodustradfx.com/']
33,UniversalSpotbank,https://www.fca.org.uk/news/warnings/universalspotbank,['https://universalspotbank.com/']
34,EX INVESTMENT,https://www.fca.org.uk/news/warnings/ex-investment,['www.ex-investment.com']
35,Crypto Renewed,https://www.fca.org.uk/news/warnings/crypto-renewed,['www.cryptorenewed.org']
36,PROFITSCHAIN FX,https://www.fca.org.uk/news/warnings/profitschain-fx,['www.profitschainfx.com']
37,Cryptocrestinvestment247,https://www.fca.org.uk/news/warnings/cryptocrestinvestment247,['www.cryptocrestinvestment247.com/']
38,ASSETSLITE INVESTMENT,https://www.fca.org.uk/news/warnings/assetslite-investment,['www.assetslite.live']
39,Superb Finance Ltd,https://www.fca.org.uk/news/warnings/superb-finance-ltd,['www.superb-finance.co.uk']
40,Crypto Live Capital,https://www.fca.org.uk/news/warnings/crypto-live-capital,['www.cryptolivecapitals.com']
41,CONFERENCE FX PLATFORM,https://www.fca.org.uk/news/warnings/conference-fx-platform,['www.conferencefxplatform.com']
42,CKB TRADERS INVESTMENT,https://www.fca.org.uk/news/warnings/ckb-traders-investment,['http://ckbmineinvestment.com/']
43,MONDIAL INVESTMENTS LIMITED,https://www.fca.org.uk/news/warnings/mondial-investments-limited,['www.mondialinvestmentsltd.vip']
44,BLUE RAY INVESTMENT GROUP,https://www.fca.org.uk/news/warnings/blue-ray-investment-group,['www.bluerayinvestmentgroup.com']
45,ACTIVFXTRADE,https://www.fca.org.uk/news/warnings/activfxtrade,['https://activfxtrade.com/']
46,CRYPTOCOINDESKFX,https://www.fca.org.uk/news/warnings/cryptocoindeskfx,['www.cryptocoindeskfx.com']
47,Glovefx Trade,https://www.fca.org.uk/news/warnings/glovefx-trade,['www.glovefxtrade.com']
48,exchangeincome.net,https://www.fca.org.uk/news/warnings/exchangeincomenet,['www.exchangeincome.net']
49,ZEON NETWORK,https://www.fca.org.uk/news/warnings/zeon-network,['https://zeon.network/']
50,CRYPTOCURRENCYFXMINING,https://www.fca.org.uk/news/warnings/cryptocurrencyfxmining,['www.cryptocurrencyfxmining.com']
51,ORION GLOBAL INVESTMENT,https://www.fca.org.uk/news/warnings/orion-global-investment,['https://orionglobalinvest.ltd/']
52,CAPITAL TRUST INVESTMENTS,https://www.fca.org.uk/news/warnings/capital-trust-investments,['www.capitaltrust-investments.com/']
53,Cooperhouse capital and fund management inc.,https://www.fca.org.uk/news/warnings/cooperhouse-capital-and-fund-management-inc,['www.cooperhousecapfundmgt.com']
54,EPENTOMIA,https://www.fca.org.uk/news/warnings/epentomia,['www.eptfx.exchange']
55,Bravofxtrade,https://www.fca.org.uk/news/warnings/bravofxtrade,['https://bravofxtrade.online/']
56,FIRSTCRYSTALBANK,https://www.fca.org.uk/news/warnings/firstcrystalbank,['https://firstcrystalbank.com/']
57,Capittal Partner,https://www.fca.org.uk/news/warnings/capittal-partner,['www.capittalpartner.io']
58,FxMarketSpace Ltd,https://www.fca.org.uk/news/warnings/fxmarketspace-ltd,['www.fxmarketslimited.com']
59,FX CRYP LAND,https://www.fca.org.uk/news/warnings/fx-cryp-land,['https://fxcrypland.com/']
60,stock-invests.com,https://www.fca.org.uk/news/warnings/stock-investscom,['http://stock-invests.com/']
61,Legacy FX Brokers,https://www.fca.org.uk/news/warnings/legacy-fx-brokers,['http://legacyfxbrokers.net/']
62,Assetglobal Investments,https://www.fca.org.uk/news/warnings/assetglobal-investments,['www.assetglobal.org']
63,Zenith Capital Assests,https://www.fca.org.uk/news/warnings/zenith-capital-assests,['https://zenithinvestmentsglobal.com/']
65,Beanstox Unified Investment,https://www.fca.org.uk/news/warnings/beanstox-unified-investment,['https://beanstoxunifiedinvest.com/']
66,US Stock Market Investments,https://www.fca.org.uk/news/warnings/us-stock-market-investments,['https://usstockmarketinvestment.com/']
67,DEVPROINVEST,https://www.fca.org.uk/news/warnings/devproinvest,['https://devproinvest.com/']
68,LQD FX,https://www.fca.org.uk/news/warnings/lqd-fx,['https://www.lqdfx.com/']
69,Refundable Ltd,https://www.fca.org.uk/news/warnings/refundable-ltd,['www.refundable.co.uk']
70,FX KICK STARTER,https://www.fca.org.uk/news/warnings/fx-kick-starter,['www.fxkickstarter.com']
71,GREENSKY ADVISORS LTD,https://www.fca.org.uk/news/warnings/greensky-advisors-ltd,['www.greenskyadvisorsltd.com']
73,MultiFxProTraders,https://www.fca.org.uk/news/warnings/multifxprotraders,['www.multifxprotraders.com']
74,CERTA INVEST,https://www.fca.org.uk/news/warnings/certa-invest,['www.certainvest.io/']
75,CryptoMax Corp,https://www.fca.org.uk/news/warnings/cryptomax-corp,['www.cryptomaxcorp.com']
76,Spartan Trade,https://www.fca.org.uk/news/warnings/spartan-trade,['www.spartan-trade.com']
77,Richardson Lewis,https://www.fca.org.uk/news/warnings/richardson-lewis,['https://www.richardsonlewis.com/']
78,Forever Finances,https://www.fca.org.uk/news/warnings/forever-finances,['www.foreverfinances.co.uk/']
79,Leon Wealth Academy,https://www.fca.org.uk/news/warnings/leon-wealth-academy,['www.eliteforexsignals.org/']
80,AUFX Markets,https://www.fca.org.uk/news/warnings/aufx-markets,['www.aufxmarkets.com']
81,Refund Experts,https://www.fca.org.uk/news/warnings/refund-experts,['www.refundexperts.net']
82,FX TRADE GAIN,https://www.fca.org.uk/news/warnings/fx-trade-gain,['www.fxtradegain.com']
83,STANDARD INTERCONTINENTAL SAVINGS BANK,https://www.fca.org.uk/news/warnings/standard-intercontinental-savings-bank,['www.standardintercontinentalsavings.com']
84,247cryptoassets,https://www.fca.org.uk/news/warnings/247cryptoassets,['https://247productivecryptoasset.com/']
85,CRYPTO1CAPITAL,https://www.fca.org.uk/news/warnings/crypto1capital,['https://crypto1capital.pro/']
87,MONNAIEBANKS.COM,https://www.fca.org.uk/news/warnings/monnaiebankscom,['https://monnaiebanks.com/']
88,Reliablemarketfxt,https://www.fca.org.uk/news/warnings/reliablemarketfxt,['https://reliablemarketfxt.com/']
89,FlexTrading Fx,https://www.fca.org.uk/news/warnings/flextrading-fx,['flextradingfx.net']
90,Trade Top FX,https://www.fca.org.uk/news/warnings/trade-top-fx,['www.tradetopfx.com']
91,Nexta Capital FX,https://www.fca.org.uk/news/warnings/nexta-capital-fx,['www.nextacapitalfx.com']
92,Global Get Back,https://www.fca.org.uk/news/warnings/global-get-back,['globalgetback.com']
93,Stable Coin Invest,https://www.fca.org.uk/news/warnings/stable-coin-invest,['https://stablecoin-invest.com/']
94,Mount Financial Bank PLC,https://www.fca.org.uk/news/warnings/mount-financial-bank-plc,['http://mountfinbank.com/']
95,Hatford and Fleming Financial Holdings Inc,https://www.fca.org.uk/news/warnings/hatford-and-fleming-financial-holdings-inc,"['www.hatfordandfleming.com, www.hatfordandflemming.com']"
97,CoinFxOnline,https://www.fca.org.uk/news/warnings/coinfxonline,['www.coinfxonline.com']
98,PrimesInvestment Ltd,https://www.fca.org.uk/news/warnings/primesinvestment-ltd,['www.theprimesinvestment.com']
99,Legacy Fortune Investment Services,https://www.fca.org.uk/news/warnings/legacy-fortune-investment-services,['https://legacyfis.com/']
100,SWIFTFXTRADE,https://www.fca.org.uk/news/warnings/swiftfxtrade,['https://swiftfxtrade.info/']
101,DWS Invest,https://www.fca.org.uk/news/warnings/dws-invest,['https://dwsinvest.company/']
102,DAV Invest,https://www.fca.org.uk/news/warnings/dav-invest,['https://davinvest.pro/']
103,basetradeglobalinvestment.net,https://www.fca.org.uk/news/warnings/basetradeglobalinvestmentnet,['https://basetradeglobalinvestment.net/']
104,Assets Deluxe Trading,https://www.fca.org.uk/news/warnings/assets-deluxe-trading,['https://assetsdeluxetrading.com/']
105,EARNERS CIRCLE INVESTMENT,https://www.fca.org.uk/news/warnings/earners-circle-investment,['www.earners-circleinvestment.info']
106,Sterling Investments Limited,https://www.fca.org.uk/news/warnings/sterling-investments-limited,['https://sterling-investment.ltd']
107,AtomtradeFX,https://www.fca.org.uk/news/warnings/atomtradefx,['https://atomtrade-fx.online/']
108,capital-assets.world,https://www.fca.org.uk/news/warnings/capital-assetsworld,['https://capital-assets.world/']
109,FOREX E-COMMERCIAL MARKET/FXECM,https://www.fca.org.uk/news/warnings/forex-e-commercial-market-fxecm,['www.fxecm.com']
110,MortalFx,https://www.fca.org.uk/news/warnings/mortalfx,['www.mortalfx.com']
111,CASHFXEXPERTS,https://www.fca.org.uk/news/warnings/cashfxexperts,['https://cashfxexperts.online/']
112,blochainfxpayment.com,https://www.fca.org.uk/news/warnings/blochainfxpaymentcom,['www.blochainfxpayment.com']
113,Forex Treasures,https://www.fca.org.uk/news/warnings/forex-treasures,['www.forextreasures.com']
114,Crystal-Market.Ltd,https://www.fca.org.uk/news/warnings/crystal-marketltd,['https://crystal-market.ltd/']
115,RevolutionInvest.ltd,https://www.fca.org.uk/news/warnings/revolutioninvestltd,['https://revolutioninvest.ltd/']
116,safekeeping investments,https://www.fca.org.uk/news/warnings/safekeeping-investments,['https://safekeepinginvestments.com/']
117,PRIME CHAIN MARKETS,https://www.fca.org.uk/news/warnings/prime-chain-markets,['www.primechainmarkets.com']
118,platinumcapitalinvestment.co.uk,https://www.fca.org.uk/news/warnings/platinumcapitalinvestmentcouk,['www.platinumcapitalinvestment.co.uk/index.html']
119,FX STOCK INTERSWITCH,https://www.fca.org.uk/news/warnings/fx-stock-interswitch,['https://fxstockinterswitch.org/']
120,Merge Assets and Finance,https://www.fca.org.uk/news/warnings/merge-assets-and-finance,['https://mergeassetsandfinance.com/']
121,Crypto Wealth Investment Company,https://www.fca.org.uk/news/warnings/crypto-wealth-investment-company,['https://cryptowealth-company.com/']
122,MACRO FUNDS BANK,https://www.fca.org.uk/news/warnings/macro-funds-bank,['www.macrofundsbank.com']
123,FX BITCOIN MINERS,https://www.fca.org.uk/news/warnings/fx-bitcoin-miners,['www.fxbitcoinminers.com']
124,ARTEMISFX,https://www.fca.org.uk/news/warnings/artemisfx,['www.artemisfx.com']
125,Dlightglobalfxm,https://www.fca.org.uk/news/warnings/dlightglobalfxm,['https://dlightglobalfxm.com/']
126,Daily-incomex,https://www.fca.org.uk/news/warnings/daily-incomex,['https://daily-incomex.digital']
127,Hayat Global Ltd,https://www.fca.org.uk/news/warnings/hayat-global-ltd,['https://hayatglobalfx.com/']
128,Fxbinas Trade Trade,https://www.fca.org.uk/news/warnings/fxbinas-trade-trade,['https://fxbinas-trade.online/']
129,Mega Profit Crypto Currency,https://www.fca.org.uk/news/warnings/mega-profit-crypto-currency,['www.megaprofitcryptocurrency.com']
130,Trust Merchant Cooperative Bank,https://www.fca.org.uk/news/warnings/trust-merchant-cooperative-bank,['https://trustmerchantcooperativebank.net/']
131,SMI Trade,https://www.fca.org.uk/news/warnings/smi-trade,['https://smitrade.com/en-us/home/index.html']
132,Discovery Finance,https://www.fca.org.uk/news/warnings/discovery-finance,['https://www.discoveryfinance.me/']
133,Stacks Investments,https://www.fca.org.uk/news/warnings/stacks-investments,['www.stacksinvestments.pro']
134,PRIMECYCLES INVEST,https://www.fca.org.uk/news/warnings/primecycles-invest,['https://primecyclesinvest.com/']
135,BITYIELD INVESTMENT,https://www.fca.org.uk/news/warnings/bityield-investment,['https://bityieldinvestment.com/']
136,PRIME CRYPTO EARNERS,https://www.fca.org.uk/news/warnings/prime-crypto-earners,['https://primecryptoearners.com/']
137,FundingFX,https://www.fca.org.uk/news/warnings/fundingfx,['https://www.fundingfx.co.uk/']
138,ROMOS LLC,https://www.fca.org.uk/news/warnings/romos-llc,['https://www.romosllc.com/']
139,HTB Investment,https://www.fca.org.uk/news/warnings/htb-investment,['https://www.htbinvestment.com/']
140,Mastertradeplusfx Inc,https://www.fca.org.uk/news/warnings/mastertradeplusfx-inc,['https://mastertradeplusfx.com/']
141,One Guaranty Bank,https://www.fca.org.uk/news/warnings/one-guaranty-bank,['www.oneguarantybank.com']
142,ICapital Global FX,https://www.fca.org.uk/news/warnings/icapital-global-fx,['https://icapitalglobfx.com/']
144,Metrol International Bank,https://www.fca.org.uk/news/warnings/metrol-international-bank,['https://metrolintlbank.com/']
145,FxMarket365,https://www.fca.org.uk/news/warnings/fxmarket365,['https://fxmarket365.com/']
146,RETROFXPROFIT,https://www.fca.org.uk/news/warnings/retrofxprofit,['www.retrofxprofit.com']
147,LoyalFXMarket,https://www.fca.org.uk/news/warnings/loyalfxmarket,['www.loyalfxmarkets.com']
148,CRYPTOFXTRADING,https://www.fca.org.uk/news/warnings/cryptofxtrading,['cryptofxtrading.net']
149,DEFI KOIN MARKET,https://www.fca.org.uk/news/warnings/defi-koin-market,['https://defikoinmarket.com/']
150,elitetradecapitalfx.com LTD,https://www.fca.org.uk/news/warnings/elitetradecapitalfxcom-ltd,['https://elitetradecapitalfx.com/']
151,DFX Investment Platform,https://www.fca.org.uk/news/warnings/dfx-investment-platform,['http://dfxivpltfm.com/']
152,Digital funds investment,https://www.fca.org.uk/news/warnings/digital-funds-investment,['https://digitalfinvest.com/']
153,City Financial Asset Management,https://www.fca.org.uk/news/warnings/city-financial-asset-management,['www.cityfinancialassetmanagement.com']
154,Wealth Nets Finance Ops,https://www.fca.org.uk/news/warnings/wealth-nets-finance-ops,['www.wealthnetsops.com']
155,Bitvillafx,https://www.fca.org.uk/news/warnings/bitvillafx,['https://bitvillafx.com/']
156,Fidelity Crypto,https://www.fca.org.uk/news/warnings/fidelity-crypto,['https://fcinvestinc.com/']
157,Zenithbit Company,https://www.fca.org.uk/news/warnings/zenithbit-company,['https://zenithbitinvestment.com/']
158,ZENFXLTD.COM,https://www.fca.org.uk/news/warnings/zenfxltdcom,['www.zenfxltd.com']
159,BI.IN Trade Markets,https://www.fca.org.uk/news/warnings/biin-trade-markets,['https://www.biintrademarkets.com/']
160,Forex Alphas,https://www.fca.org.uk/news/warnings/forex-alphas,['https://forexalphastr.com/']
161,Digital CoupFx,https://www.fca.org.uk/news/warnings/digital-coupfx,['https://digitalcoupfx.com/']
162,Global Crypto Express,https://www.fca.org.uk/news/warnings/global-crypto-express,['https://globalcryptoexpress.com/']
163,Finex Global Markets,https://www.fca.org.uk/news/warnings/finex-global-markets,['https://finexglobalmarkets.com/']
164,Equity Assets Innovation,https://www.fca.org.uk/news/warnings/equity-assets-innovation,['https://equityassetsinnovation.online/']
167,VisionFxpro,https://www.fca.org.uk/news/warnings/visionfxpro,['https://visionfx.pro/']
168,VICTORY FX,https://www.fca.org.uk/news/warnings/victory-fx,['www.victoryfx.uk']
169,PAX INVESTMENTS,https://www.fca.org.uk/news/warnings/pax-investments,['www.pax-investments.uk']
170,USA GLOBAL BANK,https://www.fca.org.uk/news/warnings/usa-global-bank,['https://usa-global-bank.com/']
171,BITCLOUDFXPRO,https://www.fca.org.uk/news/warnings/bitcloudfxpro,['www.Bitcloudfxpro.com']
172,Affluentprimefxt,https://www.fca.org.uk/news/warnings/affluentprimefxt,['www.affluentprimefxt.com']
173,COINPAYMENT FX,https://www.fca.org.uk/news/warnings/coinpayment-fx,['www.coinpaymentfx.com']
174,FXSMART OPTIONS,https://www.fca.org.uk/news/warnings/fxsmart-options,['www.fxsmartoptions.com']
175,COIN TRADING FX,https://www.fca.org.uk/news/warnings/coin-trading-fx,['www.cointradingfx.ltd']
176,Aston Global Assets,https://www.fca.org.uk/news/warnings/aston-global-assets,['www.astonglobalassets.com']
177,Bbitfx,https://www.fca.org.uk/news/warnings/bbitfx,['https://bbitfx.org/']
178,FinssoBank,https://www.fca.org.uk/news/warnings/finssobank,['www.finssobank.com']
179,Tiptopsmarkets,https://www.fca.org.uk/news/warnings/tiptopsmarkets,['https://t-topsmarkets.com/']
180,KEDEXTRADINGFX,https://www.fca.org.uk/news/warnings/kedextradingfx,['www.kedextradingfx.com']
181,swashinvest.com,https://www.fca.org.uk/news/warnings/swashinvestcom,['www.swashinvest.com']
182,W.J. Edwards,https://www.fca.org.uk/news/warnings/wj-edwards,"['wjedwards.uk, wjedwardsltd.co.uk']"
183,Exnessfxcapital,https://www.fca.org.uk/news/warnings/exnessfxcapital,['https://exnessfxcapital.com/']
184,fx-trusttrade,https://www.fca.org.uk/news/warnings/fx-trusttrade,"['www.fx-trusttrade.ltd, https://fx-trusttrade.org']"
185,fx-cashtrading.ltd,https://www.fca.org.uk/news/warnings/fx-cashtradingltd,['https://fx-cashtrading.ltd/']
186,WIN-TRADE INVEST,https://www.fca.org.uk/news/warnings/win-trade-invest,['www.win-tradeinvest.com']
187,TF Global Limited,https://www.fca.org.uk/news/warnings/tf-global-limited,['https://turtle-forex.com/']
188,CHECKERBITS INVESTMENT LTD,https://www.fca.org.uk/news/warnings/checkerbits-investment-ltd,['www.checkerbitsinvestment.com']
191,SoarFxGB,https://www.fca.org.uk/news/warnings/soarfxgb,['https://soarfxgb.net/']
192,RICHCOINFX,https://www.fca.org.uk/news/warnings/richcoinfx,['https://richcoinfx.com/']
194,Wailey Bank,https://www.fca.org.uk/news/warnings/wailey-bank,['https://waileybank.com/']
195,METROPOLISCAPITALBANK,https://www.fca.org.uk/news/warnings/metropoliscapitalbank,['https://metropoliscapitalbank.site/']
196,Fixed Income,https://www.fca.org.uk/news/warnings/fixed-income,['www.fixedincome.org.uk']
197,First Urban Bank,https://www.fca.org.uk/news/warnings/first-urban-bank,['www.firsturbanbank.com']
198,All Citizen Bank,https://www.fca.org.uk/news/warnings/all-citizen-bank,['www.allcitizenbank.com']
199,Prime Assets Global,https://www.fca.org.uk/news/warnings/prime-assets-global,['https://primeassetsglobal.com/']
200,GLOBAL INCOME TRADE,https://www.fca.org.uk/news/warnings/global-income-trade,['www.globalincometrade.net']
201,TRADE TECH INVESTMENTS,https://www.fca.org.uk/news/warnings/trade-tech-investments,['www.tradetechinvestment.com']
202,CRYSTAL INVESTMENT PROFIT,https://www.fca.org.uk/news/warnings/crystal-investment-profit,['www.crystalinvestmentprofit.com']
203,SUREFXWAY,https://www.fca.org.uk/news/warnings/surefxway,['www.surefxway.com']
204,MavadonBank,https://www.fca.org.uk/news/warnings/mavadonbank,['www.mavadonbank.com']
205,ArcadisInvest,https://www.fca.org.uk/news/warnings/arcadisinvest,['https://arcadisinvest.com/']
206,TRADEPROFITFX,https://www.fca.org.uk/news/warnings/tradeprofitfx,['www.trade-profitfx.net']
207,GCB London,https://www.fca.org.uk/news/warnings/gcb-london,['www.gcblondonltd.com']
208,REVIVEDINVEST,https://www.fca.org.uk/news/warnings/revivedinvest,['www.revivedinvest.com']
209,Bridge Lenders,https://www.fca.org.uk/news/warnings/bridge-lenders,['www.bridgelendersltd.com']
210,ONEFX TRADE,https://www.fca.org.uk/news/warnings/onefx-trade,['https://www.1fxtrade.com/']
211,24hourscryptoexpert,https://www.fca.org.uk/news/warnings/24hourscryptoexpert,['www.24hourscryptoexpert.org']
212,investfxsignals.com,https://www.fca.org.uk/news/warnings/investfxsignalscom,['www.investfxsignals.com']
213,Tomer Capital,https://www.fca.org.uk/news/warnings/tomer-capital,"['www.tomercapitalgroup.com, www.tomercapital.com']"
214,Smart Bit-FX,https://www.fca.org.uk/news/warnings/smart-bit-fx,['https://smart-bitfx.com/']
215,ADAGIO ACCOUNTANTS,https://www.fca.org.uk/news/warnings/adagio-accountants,['www.adagio-ca.com']
216,COINWHALE INVESTMENT,https://www.fca.org.uk/news/warnings/coinwhale-investment,['www.coinwhaleinvestment.com']
217,Commonwealth financial services,https://www.fca.org.uk/news/warnings/commonwealth-financial-services,['https://commonwealthfinances.com/']
218,focusloans.uk,https://www.fca.org.uk/news/warnings/focusloansuk,['focusloans.uk']
219,Marketwaves Pro,https://www.fca.org.uk/news/warnings/marketwaves-pro,['https://marketwavespro.com']
220,Copy Trade Signals.FxLtd,https://www.fca.org.uk/news/warnings/copy-trade-signalsfxltd,['https://copytradesignalsfxltd.com/']
221,IKICI,https://www.fca.org.uk/news/warnings/ikici,['www.ikici.com']
222,TradeFCA,https://www.fca.org.uk/news/warnings/tradefca,['www.tradefca.com']
223,CRYPT24FX,https://www.fca.org.uk/news/warnings/crypt24fx,['www.cryptfx24.com']
224,Astrofxtradingplatform,https://www.fca.org.uk/news/warnings/astrofxtradingplatform,['https://astrofxplatform.com']
225,FOREX-EXCHANGE.LTD,https://www.fca.org.uk/news/warnings/forex-exchangeltd,['https://forex-exchange.ltd/']
226,DAILY WEALTH FINANCING,https://www.fca.org.uk/news/warnings/daily-wealth-financing,['https://dailywealthfinancing.com/']
227,Global Recovery Center,https://www.fca.org.uk/news/warnings/global-recovery-center,['gr-center.com']
228,Josef Nejedly Consultancy,https://www.fca.org.uk/news/warnings/josef-nejedly-consultancy,['www.josefnejedlyconsultancy.com']
229,FTM Trade,https://www.fca.org.uk/news/warnings/ftm-trade,['www.ftmtrade.com']
230,National Debt Advice,https://www.fca.org.uk/news/warnings/national-debt-advice,['www.nationaldebtadvice.org.uk']
231,New Capital Lenders,https://www.fca.org.uk/news/warnings/new-capital-lenders,['newcapitallenders.co.uk']
233,Cryptocycle,https://www.fca.org.uk/news/warnings/cryptocycle,['www.cryptocycle.org']
234,Main Bit,https://www.fca.org.uk/news/warnings/main-bit,['www.main-bit.com']
235,Coin Matrix,https://www.fca.org.uk/news/warnings/coin-matrix,['https://coinmatrixfx.uk/']
236,PROFITCHAIN FX,https://www.fca.org.uk/news/warnings/profitchain-fx,['www.profitchainfx.com']
237,SOLANA MARKETS,https://www.fca.org.uk/news/warnings/solana-markets,['www.solana-markets.com']
238,Finance Investment,https://www.fca.org.uk/news/warnings/finance-investment,"['www.finance-investment.ltd, www.finance-investment.ltd']"
239,Rapid Money UK,https://www.fca.org.uk/news/warnings/rapid-money-uk,['rapidmoneyuk.com']
240,Apollo Corporate Partners,https://www.fca.org.uk/news/warnings/apollo-corporate-partners,['www.apollocorporatepartners.com']
241,Aligninvest limited,https://www.fca.org.uk/news/warnings/aligninvest-limited,['www.aligninvest.net']
242,EQUITY BANK LP,https://www.fca.org.uk/news/warnings/equity-bank-lp,['www.equitibanklp.com']
243,MX BITCOIN INVESTMENT,https://www.fca.org.uk/news/warnings/mx-bitcoin-investment,['www.mxbitcoininvestment.com']
244,KEIR HARTLAND ASSOCIATES,https://www.fca.org.uk/news/warnings/keir-hartland-associates,['www.keir-hartlandassoc.com']
246,Finsa Investment,https://www.fca.org.uk/news/warnings/finsa-investment,['www.finsainvestment.com']
247,Fxcryptland,https://www.fca.org.uk/news/warnings/fxcryptland,['www.fxcryptland.com']
248,Flexo Limited,https://www.fca.org.uk/news/warnings/flexo-limited,"['https://flexomarketasia.com/, www.flexomarkets.com']"
249,GLOBALASSETE LTD,https://www.fca.org.uk/news/warnings/globalassete-ltd,['www.globalassete.ltd']
250,forbes-income.com,https://www.fca.org.uk/news/warnings/forbes-incomecom,['www.forbes-income.com']
251,ExpressFXonline LTD,https://www.fca.org.uk/news/warnings/expressfxonline-ltd,['https://expressfxonline.com']
252,fx-cryptominers.com,https://www.fca.org.uk/news/warnings/fx-cryptominerscom,['www.fx-cryptominers.com']
253,www.aiglinvestmentgroupltd.com,https://www.fca.org.uk/news/warnings/wwwaiglinvestmentgroupltdcom,['www.aiglinvestmentgroupltd.com']
254,Glassman Consultants LLC,https://www.fca.org.uk/news/warnings/glassman-consultants-llc,['www.glassmanconsultants.com']
256,TRUISTEE BANK,https://www.fca.org.uk/news/warnings/truistee-bank,['https://truisteebank.com/']
257,York Global Finance,https://www.fca.org.uk/news/warnings/york-global-finance,['https://yorkglobalfinance.com']
258,Global Coin,https://www.fca.org.uk/news/warnings/global-coin,"['www.global-coin.pro/, www.global-coin.co']"
259,Grow Deposits,https://www.fca.org.uk/news/warnings/grow-deposits,['www.growdeposits.com']
260,Westmark Traders,https://www.fca.org.uk/news/warnings/westmark-traders,['https://westmark.cc']
261,www.titanfundrecovery.com,https://www.fca.org.uk/news/warnings/wwwtitanfundrecoverycom,['www.titanfundrecovery.com']
262,Insta Markets Ltd,https://www.fca.org.uk/news/warnings/insta-markets-ltd,['www.insta-markets.com']
263,BRUTONADVISORS.CO.UK,https://www.fca.org.uk/news/warnings/brutonadvisorscouk,['www.brutonadvisors.co.uk']
264,Genesis Blockchain FX,https://www.fca.org.uk/news/warnings/genesis-blockchain-fx,['www.genesisblockchainfx.com']
265,FXbase.io,https://www.fca.org.uk/news/warnings/fxbaseio,['www.fxbase.io']
266,tradequickfx,https://www.fca.org.uk/news/warnings/tradequickfx,['www.tradequickfx.net']
